品牌,车型,价格,年份,里程,燃料类型,变速器,车辆类型,数据来源,所在城市,车龄,价格区间,里程区间,排量
奥迪,奥迪Q5L 2018款 40 TFSI 荣享时尚型 国VI,9.9,2018,99000,汽油,自动,SUV,车168,北京,6,10万以下,5-10万公里,5.0
宝马,宝马5系 2022款 525Li M运动套装,5.9,2022,59000,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
奥迪,奥迪Q5L 2020款 45 TFSI 尊享时尚型,7.9,2020,79000,汽油,自动,SUV,车168,北京,4,10万以下,5-10万公里,5.0
朗逸,朗逸 2017款 1.6L 自动舒适版,5.8,2017,58000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,1.6
马自达,马自达3 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,9.0,2017,90000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,1.5
思域,思域 2019款 220TURBO CVT劲动版 国VI,3.7,2019,37000,汽油,CVT,轿车,车168,北京,5,10万以下,3-5万公里,0.0
奥迪,奥迪A3 2017款 Limousine 35 TFSI 时尚型,8.0,2017,80000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,0.0
奇骏,奇骏 2023款 经典 2.0L 两驱智联臻享版,4.0,2023,40000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,2.0
迈腾,迈腾 2023款 200万辆纪念版 330TSI DSG豪华型,200.0,2023,21000,汽油,自动,轿车,车168,北京,1,100万以上,1-3万公里,0.0
捷达VS5,捷达VS5 2021款 280TSI 自动进取型,2.8,2021,28000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,0.0
Cayenne,Cayenne 2016款 Cayenne Turbo S 4.8T,5.0,2016,50000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,4.8
宝马,宝马X5(进口) 2020款 xDrive30i M运动套装,12.1,2020,121000,汽油,自动,SUV,车168,北京,4,10-20万,10万公里以上,0.0
宝马,宝马X5 2022款 xDrive 30Li 尊享型M运动套装,4.0,2022,40000,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
奔驰,奔驰V级 2022款 V 260 L 长轴距尊贵版,4.3,2022,43000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
奔驰,奔驰GLE 2021款 GLE 350 4MATIC 动感型,8.7,2021,87000,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,0.0
奔驰,奔驰GLA 2017款 GLA 260 4MATIC 运动型,9.1,2017,91100,汽油,自动,SUV,车168,北京,7,10万以下,5-10万公里,0.0
奔驰,奔驰EQS 2023款 450+ 先锋版,1.0,2023,10000,汽油,自动,SUV,车168,北京,1,10万以下,1-3万公里,0.0
奔驰,奔驰A级 2024款 A 200 L 时尚型,0.7,2024,7000,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
奔驰,奔驰C级 2022款 C 260 L 皓夜运动版,3.8,2022,37800,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
奔驰,奔驰S级 2023款 S 450 L 4MATIC,4.6,2023,45599,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,0.0
奔驰,奔驰C级 2025款 C 260 L 皓夜运动版,0.1,2025,1000,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
奔驰,奔驰CLA(进口) 2017款 CLA 220 4MATIC,9.2,2017,92000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,0.0
奔驰,奔驰C级 2019款 改款 C 260 L 运动版,6.0,2019,60000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
红旗,红旗H5 2020款 1.5T DCT旗悦版,3.9,2020,38800,汽油,双离合,轿车,车168,北京,4,10万以下,3-5万公里,1.5
红旗,红旗HS5 2019款 2.0T 智联旗悦版,2.9,2019,28800,汽油,自动,轿车,车168,上海,5,10万以下,1-3万公里,2.0
捷途X70,捷途X70 PLUS 2021款 1.5T DCT火 5座,1.7,2021,16800,汽油,双离合,SUV,车168,上海,3,10万以下,1-3万公里,1.5
领克,领克01 2019款 2.0T 两驱纯版 国V,3.9,2019,38800,汽油,自动,轿车,车168,上海,5,10万以下,3-5万公里,2.0
艾瑞泽8,艾瑞泽8 2022款 1.6T DCT尚,1.7,2022,16800,汽油,双离合,轿车,车168,上海,2,10万以下,1-3万公里,1.6
长安,长安UNI-V 2022款 1.5T 运动版,1.9,2022,18800,汽油,自动,轿车,车168,上海,2,10万以下,1-3万公里,1.5
逸达,逸达 2023款 蓝鲸NE 1.5T GDI DCT畅享版,2.7,2023,26800,汽油,双离合,轿车,车168,上海,1,10万以下,1-3万公里,1.5
长安,长安欧尚X7 PLUS 2022款 1.5T 蓝鲸版自动豪华型,2.0,2022,19800,汽油,自动,SUV,车168,上海,2,10万以下,1-3万公里,1.5
影豹,影豹 2021款 270T DCT J15版,1.9,2021,18800,汽油,双离合,轿车,车168,上海,3,10万以下,1-3万公里,0.0
奥德赛,奥德赛 2015款 2.4L 舒适版,5.0,2015,50000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,2.4
奔驰,奔驰E级 2025款 E 300 L 豪华型,0.8,2025,8000,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
Cayenne,Cayenne 2018款 Cayenne 3.0T,8.0,2018,80000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,3.0
宝马,宝马7系 2016款 750Li xDrive四座版,9.3,2016,93010,汽油,自动,SUV,车168,北京,8,10万以下,5-10万公里,0.0
奔驰,奔驰C级AMG 2019款 AMG C 43 4MATIC,8.0,2019,80000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
天籁,天籁 2010款 2.0L XL周年纪念版,13.0,2010,130000,汽油,自动,SUV,车168,北京,14,10-20万,10万公里以上,2.0
哈弗H6,哈弗H6 2016款 升级版 1.5T 自动两驱精英型,8.0,2016,80000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,1.5
君越,君越 2013款 2.4L SIDI精英舒适型,9.2,2013,92000,汽油,自动,轿车,车168,北京,11,10万以下,5-10万公里,2.4
宝马,宝马3系 2012款 325i 豪华型,13.4,2012,134000,汽油,自动,轿车,车168,北京,12,10-20万,10万公里以上,0.0
长安,长安UNI-V 2022款 1.5T 运动版,1.6,2022,16000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,1.5
瑞虎8,瑞虎8 PRO 2022款 290T 两驱深空版 5座,2.9,2022,28800,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
奔驰,奔驰A级AMG 2022款 AMG A 35 L 4MATIC,3.9,2022,39000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
奔驰,奔驰GLE 2024款 GLE 450 4MATIC 时尚型,4.6,2024,46000,汽油,自动,SUV,车168,北京,0,10万以下,3-5万公里,0.0
奔驰,奔驰E级 2021款 E 300 L 豪华型,9.5,2021,95000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
奔驰,奔驰C级 2021款 C 260 L 运动星耀臻藏版,6.9,2021,69000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
赛那SIENNA,赛那SIENNA 2024款 2.5L混动 舒适版,1.3,2024,12900,混动,自动,MPV,车168,北京,0,10万以下,1-3万公里,2.5
Model,Model 3 2021款 标准续航后驱升级版 3D6,61.3,2021,612800,汽油,自动,轿车,车168,北京,3,50-100万,10万公里以上,0.0
奔驰,奔驰C级 2018款 C 200 成就特别版,1.8,2018,18000,汽油,自动,轿车,车168,北京,6,10万以下,1-3万公里,0.0
奔驰,奔驰GLE 2024款 GLE 450 4MATIC 时尚型,1.4,2024,14000,汽油,自动,SUV,车168,北京,0,10万以下,1-3万公里,0.0
格瑞维亚,格瑞维亚 2023款 2.5L混动 豪华版,9.0,2023,90000,混动,自动,轿车,车168,北京,1,10万以下,5-10万公里,2.5
奔驰,奔驰E级 2025款 E 300 L 豪华型,0.7,2025,7000,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
奔驰,奔驰E级 2025款 E 300 L 豪华型,0.1,2025,1100,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
岚图,岚图梦想家 2025款 PHEV 四驱旗舰乾��版,1.3,2025,13000,电动,自动,轿车,车168,北京,-1,10万以下,1-3万公里,0.0
凯迪拉克,凯迪拉克XT5 2021款 2.0T 两驱豪华型,4.1,2021,41000,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,2.0
Macan,Macan 2020款 Macan 2.0T,5.2,2020,52000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,2.0
宝马,宝马5系 2018款 525Li M运动套装,15.8,2018,158000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,0.0
奔驰,奔驰C级 2020款 改款 C 260 L 运动版,7.2,2020,72500,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
奔驰,奔驰C级 2024款 C 260 L 运动版,3.3,2024,33400,汽油,自动,轿车,车168,北京,0,10万以下,3-5万公里,0.0
雅阁,雅阁 2018款 260TURBO 豪华版 国VI,8.1,2018,81000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,0.0
奔驰,奔驰A级 2024款 A 200 L 时尚型,3.2,2024,32000,汽油,自动,轿车,车168,北京,0,10万以下,3-5万公里,0.0
奔驰,奔驰A级 2024款 A 180 L,2.1,2024,21000,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
Taycan,Taycan 2022款 Taycan,4.1,2022,41000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
奔驰,奔驰E级(进口) 2012款 E 260 CGI Coupe,6.2,2012,62000,汽油,自动,轿车,车168,北京,12,10万以下,5-10万公里,0.0
古思特,古思特 2010款 6.6T 标准版,7.0,2010,70000,汽油,自动,轿车,车168,北京,14,10万以下,5-10万公里,6.6
库里南,库里南 2018款 五座版,5.4,2018,54000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,0.0
古思特,古思特 2014款 6.6T 加长版,5.0,2014,50000,汽油,自动,轿车,车168,北京,10,10万以下,5-10万公里,6.6
荣威,荣威RX5 2021款 PLUS 330TGI 自动国潮智臻版,4.0,2021,40000,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,0.0
星瑞,星瑞 2023款 2.0TD 豪华型,3.0,2023,30000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,2.0
MG5天蝎座,MG5天蝎座 2022款 1.5T Trophy运动旗舰版,3.6,2022,36000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,1.5
奕炫MAX,奕炫MAX 2021款 1.5T 暗夜破晓版,4.8,2021,48000,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,1.5
红旗,红旗H5 2020款 1.8T 自动智联旗韵版,6.5,2020,65000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,1.8
MINI,MINI 2021款 1.5T ONE PLUS,3.5,2021,35000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,1.5
途昂,途昂 2017款 530 V6 四驱至尊旗舰版,14.0,2017,140000,汽油,自动,轿车,车168,北京,7,10-20万,10万公里以上,0.0
奥迪,奥迪A4L 2022款 40 TFSI 时尚动感型,3.0,2022,30000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,4.0
深蓝S07,深蓝S07 2024款 200Max 2周年黑金骑士版,2.0,2024,20000,汽油,自动,SUV,车168,北京,0,10万以下,1-3万公里,0.0
埃尔法,埃尔法 2025款 双擎 2.5L 臻享黄金版,0.8,2025,8100,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,2.5
揽胜,揽胜 2022款 3.0 L6 400PS 传世加长经典版,9.9,2022,99000,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
宝马,宝马X3(进口) 2014款 xDrive20i X设计套装,9.8,2014,98000,汽油,自动,SUV,车168,北京,10,10万以下,5-10万公里,0.0
途安,途安 2018款 途安L 280TSI DSG拓界版 7座 国V,16.9,2018,169000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,0.0
昂科威Plus,昂科威Plus 2018款 20T 两驱精英型,12.0,2018,120000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,0.0
传祺,传祺M8 2020款 领航款 390T 尊贵版,8.0,2020,80000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
Polo,Polo 2014款 1.6L 自动舒适版,13.0,2014,130000,汽油,自动,轿车,车168,北京,10,10-20万,10万公里以上,1.6
瑞风S3,瑞风S3 2014款 1.5L CVT豪华智能型,13.0,2014,130000,汽油,CVT,轿车,车168,北京,10,10-20万,10万公里以上,1.5
速腾,速腾 2015款 1.6L 自动舒适型,9.0,2015,90000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,1.6
卡罗拉,卡罗拉 2021款 1.2T S-CVT精英PLUS版,5.4,2021,54000,汽油,CVT,轿车,车168,北京,3,10万以下,5-10万公里,1.2
宋PLUS,宋PLUS 2020款 1.5T 自动尊贵型,4.6,2020,46000,汽油,自动,轿车,车168,北京,4,10万以下,3-5万公里,1.5
长安,长安UNI-V 2024款 2.0T 经典运动型,0.3,2024,3000,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,2.0
宝马,宝马1系 2021款 125i M运动曜夜版,4.4,2021,44000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
影豹,影豹 2022款 270T DCT J16 R-style赛道版,1.9,2022,18800,汽油,双离合,轿车,车168,北京,2,10万以下,1-3万公里,0.0
奔驰,奔驰E级 2022款 E 300 L 豪华型,3.2,2022,32000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
奥迪,奥迪A6L 2025款 45 TFSI quattro 臻选动感型,0.3,2025,3000,汽油,自动,SUV,车168,北京,-1,10万以下,1万公里以下,6.0
宝马,宝马3系 2023款 325Li M运动套装,2.1,2023,21000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
宝马,宝马3系 2025款 325Li M运动套装,0.2,2025,2000,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
Mustang,Mustang 2019款 2.3L EcoBoost,6.9,2019,69000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,2.3
Mustang,Mustang 2017款 2.3T 运动版,7.1,2017,71000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,2.3
奥迪,奥迪S4 2020款 S4 3.0TFSI,3.1,2020,31000,汽油,自动,轿车,车168,北京,4,10万以下,3-5万公里,3.0
奥迪,奥迪A4L 2024款 40 TFSI 豪华动感型,0.9,2024,9000,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,4.0
别克,别克GL8 2023款 陆上公务舱 652T 豪华型,5.0,2023,50000,汽油,自动,SUV,车168,北京,1,10万以下,5-10万公里,0.0
奥迪,奥迪A6L 2023款 45 TFSI 臻选动感型,2.7,2023,27000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,6.0
奔驰,奔驰GLC 2023款 GLC 300 L 4MATIC 动感型 5座,1.8,2023,18000,汽油,自动,SUV,车168,北京,1,10万以下,1-3万公里,0.0
奥迪,奥迪Q7 2021款 45 TFSI quattro S line运动型,3.9,2021,39000,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,0.0
揽胜极光,揽胜极光 2022款 极光L 249PS R-Dynamic 豪华版,1.4,2022,14000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
奔驰,奔驰S级 2020款 S 350 L 商务型 臻藏版,8.8,2020,88000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
奔驰,奔驰E级 2023款 E 260 L,2.5,2023,25000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
博瑞,博瑞 2016款 2.4L 舒适型,9.0,2016,90000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,2.4
英菲尼迪,英菲尼迪Q50L 2018款 2.0T 舒适版 国VI,7.0,2018,70000,汽油,自动,SUV,车168,北京,6,10万以下,5-10万公里,0.0
帕萨特,帕萨特 2014款 1.8TSI DSG尊荣版,11.0,2014,110000,汽油,自动,轿车,车168,北京,10,10-20万,10万公里以上,1.8
长安,长安睿行M60 2023款 1.5L GDI舒适型客车6/7座,2.0,2023,20000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,1.5
沃尔沃,沃尔沃XC90 2022款 B6 智逸豪华版 7座,3.5,2022,35000,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
奥迪,奥迪A6L 2016款 30 FSI 舒适型,9.7,2016,97000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,6.0
帕萨特,帕萨特 2016款 330TSI DSG御尊版,7.8,2016,78000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,0.0
轩逸,轩逸 2018款 1.6XV CVT尊享版,7.5,2018,75000,汽油,CVT,SUV,车168,北京,6,10万以下,5-10万公里,0.0
奔驰,奔驰E级 2012款 E 200 L CGI优雅型,14.3,2012,143000,汽油,自动,轿车,车168,北京,12,10-20万,10万公里以上,0.0
途观,途观 2013款 1.8TSI 自动两驱风尚版,9.0,2013,90000,汽油,自动,轿车,车168,北京,11,10万以下,5-10万公里,1.8
奔驰,奔驰E级 2022款 E 300 L 运动时尚型,8.0,2022,80000,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
沃尔沃,沃尔沃XC90 2020款 改款 T6 智雅豪华版 7座,9.0,2020,90000,汽油,自动,SUV,车168,北京,4,10万以下,5-10万公里,0.0
奔驰,奔驰C级 2021款 C 260 L 运动星耀臻藏版,2.6,2021,26000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,0.0
揽境,揽境 2021款 380TSI 四驱豪华佳境版Pro,1.9,2021,19000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,0.0
伊兰特,伊兰特 2022款 1.5L CVT LUX黑骑士限量版,1.0,2022,10000,汽油,CVT,SUV,车168,北京,2,10万以下,1-3万公里,1.5
雷凌,雷凌 2022款 185T CVT豪华版,4.4,2022,44000,汽油,CVT,轿车,车168,北京,2,10万以下,3-5万公里,0.0
宝马,宝马X6 2017款 xDrive35i 领先型,7.4,2017,74000,汽油,自动,SUV,车168,北京,7,10万以下,5-10万公里,0.0
Model,Model Y 2023款 后轮驱动版,5.0,2023,50000,汽油,自动,轿车,车168,北京,1,10万以下,5-10万公里,0.0
Model,Model Y 2022款 后轮驱动版,6.5,2022,65000,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
奔驰,奔驰E级 2022款 改款 E 300 L 时尚型,2.8,2022,28000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
奔驰,奔驰E级 2024款 E 300 L 时尚型,1.9,2024,19000,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
宝马,宝马3系 2022款 325Li M运动套装,2.2,2022,22000,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
奥迪,奥迪Q5L 2020款 45 TFSI 尊享时尚型,7.0,2020,70000,汽油,自动,SUV,车168,北京,4,10万以下,5-10万公里,5.0
奥迪,奥迪A5(进口) 2021款 Sportback 40 TFSI 时尚动感型,5.1,2021,51000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
奔驰,奔驰GLC 2022款 GLC 260 L 4MATIC 豪华型,5.9,2022,59000,汽油,自动,SUV,车168,北京,2,10万以下,5-10万公里,0.0
君威,君威 2017款 28T 尊贵型,6.8,2017,68000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,0.0
伊兰特,伊兰特 2022款 1.5L CVT LUX尊贵版,3.2,2022,32000,汽油,CVT,SUV,车168,北京,2,10万以下,3-5万公里,1.5
缤越,缤越 2019款 260T DCT骑士 国VI,6.0,2019,60000,汽油,双离合,轿车,车168,北京,5,10万以下,5-10万公里,0.0
影豹,影豹 2021款 270T DCT J16版,4.7,2021,47000,汽油,双离合,轿车,车168,北京,3,10万以下,3-5万公里,0.0
揽胜运动,揽胜运动 2020款 3.0 L6 HSE DYNAMIC,9.0,2020,90000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
宝马,宝马X5(进口) 2021款 xDrive30i M运动套装,6.8,2021,68000,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,0.0
宝马,宝马7系 2021款 730Li M运动套装,3.5,2021,35000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
宝马,宝马X7 2021款 xDrive40i 豪华美规版,5.2,2021,52000,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,0.0
宝马,宝马7系 2021款 730Li M运动套装,7.6,2021,76000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
奥迪,奥迪Q7 2021款 55 TFSI quattro S line运动型,6.6,2021,65600,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,0.0
奥迪,奥迪Q3 2022款 40 TFSI 时尚动感型,1.8,2022,18400,汽油,自动,SUV,车168,北京,2,10万以下,1-3万公里,0.0
宝马,宝马5系 2021款 530Li 领先型 M运动套装,4.9,2021,49000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
兰德酷路泽(进口),兰德酷路泽(进口) 2019款 5.7L 中东版,18.0,2019,180000,汽油,自动,轿车,车168,北京,5,10-20万,10万公里以上,5.7
逸动,逸动 2020款 PLUS 蓝鲸NE 1.4T GDI DCT旗舰型,5.6,2020,56000,汽油,双离合,轿车,车168,北京,4,10万以下,5-10万公里,1.4
皇冠,皇冠 2017款 2.0T 运动版,11.0,2017,110000,汽油,自动,轿车,车168,北京,7,10-20万,10万公里以上,2.0
凯美瑞,凯美瑞 2023款 2.0S 锋尚版,5.0,2023,50000,汽油,自动,轿车,车168,北京,1,10万以下,5-10万公里,0.0
现代,北京现代ix35 2019款 2.0L 自动两驱智勇・畅享版 国VI,9.0,2019,90000,汽油,自动,SUV,车168,北京,5,10万以下,5-10万公里,2.0
长安,长安UNI-V 2022款 1.5T 尊贵型,3.0,2022,30000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,1.5
奔驰,奔驰GLE 2022款 GLE 450 4MATIC 豪华型,5.0,2022,50000,汽油,自动,SUV,车168,北京,2,10万以下,5-10万公里,0.0
奔驰,奔驰V级 2018款 V 260 领航版 国VI,15.0,2018,150000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,0.0
Macan,Macan 2018款 Macan 2.0T,9.0,2018,90000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,2.0
现代,北京现代ix35 2021款 240TGDi DCT两驱GLS领先版,3.8,2021,38000,汽油,双离合,SUV,车168,北京,3,10万以下,3-5万公里,0.0
高尔夫,高尔夫 2021款 280TSI DSG R-Line,5.4,2021,54000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
本田,本田XR-V 2023款 1.5L CVT热爱版,1.1,2023,11399,汽油,CVT,SUV,车168,北京,1,10万以下,1-3万公里,1.5
奥迪,奥迪A3 2021款 Sportback 35 TFSI 时尚运动型,3.8,2021,37700,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
